title,rating,movieId,userId,# of ratings
Deadly Friend (1986),1.5,2465.0,396.3333333333333,3
Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002),4.0,79501.0,610.0,1
Deadpool (2016),3.8333333333333335,122904.0,287.64814814814815,54
Deadpool 2 (2018),3.875,187593.0,280.75,12
Deadtime Stories (1987),1.0,2754.0,19.0,1
"Deal, The (2008)",2.0,70545.0,448.0,1
Dear Diary (Caro Diario) (1994),4.0,583.0,606.0,1
Dear Frankie (2004),3.75,8530.0,353.0,2
Dear God (1996),3.5,1167.0,366.5,2
Dear John (2010),3.5,74688.0,563.0,1
Dear Wendy (2005),3.6666666666666665,33421.0,360.3333333333333,3
Dear Zachary: A Letter to a Son About His Father (2008),3.875,65188.0,316.5,4
Death Becomes Her (1992),2.8666666666666667,3258.0,385.1333333333333,15
Death Note (2017),1.6666666666666667,175485.0,204.66666666666666,3
Death Note Rewrite: Genshisuru Kami (2007),4.0,151763.0,314.0,2
Death Note: Desu nôto (2006–2007),5.0,171749.0,105.0,1
Death Proof (2007),3.1346153846153846,53519.0,320.9230769230769,26
Death Race (2008),3.2222222222222223,61248.0,331.3333333333333,9
Death Race 2 (2010),3.5,88699.0,314.5,2
Death Race 2000 (1975),3.6666666666666665,7991.0,308.0,3
Death Sentence (2007),3.5,54787.0,351.0,1
Death Smiles on a Murderer (1973),2.0,159510.0,514.0,1
Death Wish (1974),3.0,3430.0,209.5,4
Death Wish (2018),4.0,184931.0,514.0,1
Death Wish 2 (1982),1.6666666666666667,3431.0,396.0,3
Death Wish 3 (1985),1.5,3432.0,292.5,2
Death Wish 4: The Crackdown (1987),1.0,3433.0,217.0,1
Death Wish 5: The Face of Death (1994),1.0,3434.0,217.0,1
Death and the Maiden (1994),3.4285714285714284,229.0,417.42857142857144,7
Death at a Funeral (2007),3.25,53956.0,413.75,4
Death at a Funeral (2010),3.25,77191.0,383.0,2
Death in Venice (Morte a Venezia) (1971),4.0,6684.0,381.0,2
Death of a Cyclist (Muerte de un ciclista) (1955),3.0,71147.0,318.0,1
Death of a President (2006),3.25,48883.0,430.0,2
Death of a Salesman (1985),3.0,26539.0,599.0,1
Death on the Nile (1978),3.0,4212.0,448.0,1
Death to Smoochy (2002),3.3181818181818183,5265.0,375.09090909090907,11
Deathgasm (2015),5.0,141718.0,114.0,1
"Deaths of Ian Stone, The (2007)",3.0,56620.0,610.0,1
Deathtrap (1982),4.5,5938.0,377.0,2
"Debt, The (2011)",2.5,89085.0,599.0,1
"Decade Under the Influence, A (2003)",3.5,6327.0,284.6666666666667,3
"Decalogue, The (Dekalog) (1989)",5.0,26587.0,105.0,1
Deceiver (1997),3.0,1671.0,217.0,1
December Boys (2007),3.0,55110.0,414.0,1
"Decline of Western Civilization Part II: The Metal Years, The (1988)",3.0,3680.0,387.0,1
"Decline of Western Civilization, The (1981)",3.75,3679.0,299.5,2
"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",4.0,8933.0,606.0,1
Deconstructing Harry (1997),3.875,1701.0,536.625,8
"Decoy Bride, The (2011)",3.6666666666666665,94503.0,206.33333333333334,3
Dedication (2007),4.0,56908.0,414.0,1
Deep Blue Sea (1999),2.7758620689655173,2722.0,321.9310344827586,29
"Deep End of the Ocean, The (1999)",3.25,2546.0,494.5,2
"Deep End, The (2001)",1.8333333333333333,4723.0,283.6666666666667,3
Deep Impact (1998),3.0697674418604652,1876.0,333.16279069767444,43
Deep Red (Profondo rosso) (1975),2.6,7115.0,508.6,5
Deep Rising (1998),2.3,1762.0,238.0,5
Deepwater Horizon (2016),3.5,162598.0,380.0,1
"Deer Hunter, The (1978)",3.8255813953488373,1263.0,320.4418604651163,43
Defending Your Life (1991),3.85,3358.0,289.3,10
Defiance (2008),3.9285714285714284,65216.0,168.28571428571428,7
"Defiant Ones, The (1958)",3.5,4998.0,474.0,1
"Definitely, Maybe (2008)",3.4285714285714284,58047.0,226.28571428571428,14
Delhi Belly (2011),4.0,88069.0,89.0,1
Delicatessen (1991),3.8333333333333335,1175.0,333.3333333333333,21
Delirious (1991),2.8333333333333335,5337.0,509.0,3
Delirium (2014),5.0,124851.0,598.0,1
Deliver Us from Evil (2006),4.5,48698.0,274.0,2
Deliver Us from Evil (2014),3.0,112727.0,610.0,1
Deliverance (1972),3.9,2871.0,337.4,30
Delivery Man (2013),2.875,106540.0,117.5,4
Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),4.0,8118.0,594.0,1
"Delta Force, The (1986)",2.0,7704.0,599.0,1
Delta of Venus (1995),1.0,698.0,199.0,1
Demolition (2016),3.125,142222.0,250.0,4
Demolition Man (1993),3.0925925925925926,442.0,327.3333333333333,81
"Den, The (2013)",3.5,113313.0,610.0,1
Denis Leary: No Cure for Cancer (1993),3.0,169912.0,100.0,2
Denise Calls Up (1995),5.0,633.0,555.0,1
Dennis the Menace (1993),1.8125,6166.0,384.75,8
"Dennis the Menace Christmas, A (2007)",1.5,73858.0,21.0,1
"Dentist, The (1996)",3.0,42285.0,274.0,1
"Departed, The (2006)",4.252336448598131,48516.0,319.1682242990654,107
Departures (Okuribito) (2008),4.1,66371.0,241.4,5
Der Herr Karl (1961),3.0,175781.0,50.0,1
Derailed (2002),0.5,72424.0,610.0,1
Derailed (2005),3.25,40614.0,466.5,4
"Dernier Combat, Le (Last Battle, The) (1983)",4.5,6969.0,182.0,1
Dersu Uzala (1975),4.3,3470.0,347.6,5
"Descendants, The (2011)",4.0,91077.0,424.54545454545456,11
Descent (2007),1.0,58287.0,307.0,1
"Descent, The (2005)",3.5454545454545454,40732.0,339.6363636363636,11
Desert Hearts (1985),4.5,7615.0,596.0,1
Desierto (2016),2.5,152085.0,448.0,1
Designing Woman (1957),3.5,5116.0,474.0,1
Desk Set (1957),3.75,6970.0,540.0,2
Desperado (1995),3.5606060606060606,163.0,296.45454545454544,66
Desperate Living (1977),3.5,7920.0,462.0,1
Desperate Measures (1998),2.5,1598.0,295.25,4
Desperately Seeking Susan (1985),2.6666666666666665,2369.0,367.0,24
Despicable Me (2010),3.6842105263157894,79091.0,324.7105263157895,38
Despicable Me 2 (2013),3.5789473684210527,103335.0,260.36842105263156,19
Despicable Me 3 (2017),2.25,172547.0,132.0,2
Despite the Falling Snow (2016),2.0,157130.0,448.0,1
Destiny Turns on the Radio (1995),2.3333333333333335,228.0,184.33333333333334,3
Destry Rides Again (1939),3.75,6412.0,325.5,2
Detachment (2011),4.0,93790.0,105.0,1
Detour (1945),3.5,3966.0,532.0,2
Detroit Rock City (1999),2.85,2772.0,377.1,10
Deuce Bigalow: European Gigolo (2005),2.8333333333333335,34530.0,300.6666666666667,3
Deuce Bigalow: Male Gigolo (1999),2.323529411764706,3146.0,332.8235294117647,17
Deuces Wild (2002),2.5,5347.0,298.0,2
Devil (2010),3.25,80846.0,442.0,2
Devil Dog: The Hound of Hell (1978),4.0,148982.0,462.0,1
"Devil Wears Prada, The (2006)",3.5588235294117645,45720.0,369.1764705882353,34
"Devil and Daniel Johnston, The (2005)",4.5,44633.0,253.0,1
"Devil and Max Devlin, The (1981)",2.5,2044.0,216.5,2
Devil in a Blue Dress (1995),3.3214285714285716,164.0,351.92857142857144,14
"Devil's Backbone, The (Espinazo del diablo, El) (2001)",3.35,4902.0,420.5,10
"Devil's Own, The (1997)",2.8333333333333335,1488.0,326.46666666666664,15
Devil's Playground (2002),4.25,6963.0,282.5,2
"Devil's Rejects, The (2005)",3.7142857142857144,34323.0,426.0,7
Devils on the Doorstep (Guizi lai le) (2000),4.0,5953.0,610.0,1
DiG! (2004),4.125,27879.0,420.25,4
Diabolique (1996),2.6818181818181817,640.0,318.90909090909093,11
Diabolique (Les diaboliques) (1955),3.125,7116.0,477.25,4
Dial M for Murder (1954),4.1,1086.0,295.24,25
"Diamond Arm, The (Brilliantovaya ruka) (1968)",3.5,26184.0,97.0,2
Diamonds Are Forever (1971),3.5,3984.0,311.57142857142856,21
"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",3.75,4399.0,218.5,2
Diary of a Country Priest (Journal d'un curé de campagne) (1951),3.5,7301.0,476.0,3
Diary of a Wimpy Kid (2010),3.5,77206.0,103.0,1
Diary of a Wimpy Kid: Dog Days (2012),3.0,96283.0,483.0,1
Diary of a Wimpy Kid: Rodrick Rules (2011),3.5,86014.0,103.0,1
Diary of the Dead (2007),2.8333333333333335,58332.0,362.6666666666667,3
Dick (1999),3.5,2759.0,401.375,8
Dick Tracy (1990),2.8846153846153846,2616.0,328.65384615384613,26
Dickie Roberts: Former Child Star (2003),2.3,6702.0,226.0,5
"Dictator, The (2012)",3.5588235294117645,94677.0,257.3529411764706,17
Did You Hear About the Morgans? (2009),3.0,72919.0,563.0,1
Die Another Day (2002),2.925925925925926,5872.0,292.962962962963,27
Die Frauen von Ravensbrück (2005),4.5,180777.0,18.0,1
Die Hard (1988),3.8620689655172415,1036.0,310.4068965517241,145
Die Hard 2 (1990),3.4044117647058822,1370.0,301.54411764705884,68
Die Hard: With a Vengeance (1995),3.5555555555555554,165.0,302.43055555555554,144
Digging Up the Marrow (2014),3.0,130050.0,610.0,1
Digimon: The Movie (2000),3.0,3945.0,610.0,1
Dil To Pagal Hai (1997),4.0,146244.0,89.0,1
"Dilemma, The (2011)",2.5,83910.0,268.5,2
Diner (1982),3.75,3543.0,278.35714285714283,14
"Dinner Game, The (Dîner de cons, Le) (1998)",4.333333333333333,2696.0,377.6666666666667,3
Dinner Rush (2000),3.5,4772.0,28.0,1
Dinner at Eight (1933),3.5,25795.0,474.0,1
Dinner for Schmucks (2010),3.2857142857142856,79428.0,350.85714285714283,7
Dinosaur (2000),3.107142857142857,3615.0,334.7142857142857,14
Dinotopia (2002),3.3333333333333335,64167.0,485.6666666666667,3
Dirty 30 (2016),2.5,164647.0,448.0,1
Dirty Dancing (1987),3.369047619047619,1088.0,309.26190476190476,42
Dirty Dancing: Havana Nights (2004),3.4,7320.0,364.0,5
"Dirty Dozen, The (1967)",3.96875,2944.0,290.5,32
Dirty Grandpa (2016),2.875,151739.0,159.5,4
Dirty Harry (1971),3.775,4855.0,315.75,20
Dirty Pretty Things (2002),3.625,6552.0,299.6666666666667,12
Dirty Rotten Scoundrels (1988),4.125,4499.0,332.5,16
Dirty Work (1998),3.2142857142857144,2195.0,223.14285714285714,7
Disaster Movie (2008),0.8333333333333334,61348.0,283.3333333333333,3
Disclosure (1994),3.5384615384615383,225.0,295.7692307692308,52
Disconnect (2012),1.5,101973.0,153.0,1
"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",4.3,6666.0,151.2,5
Disgrace (2008),3.5,77266.0,405.0,1
"Dish, The (2001)",4.0,4225.0,348.7142857142857,7
Disorganized Crime (1989),4.0,4583.0,414.0,1
"Distinguished Gentleman, The (1992)",3.5,3120.0,129.5,2
District 13 (Banlieue 13) (2004),3.8,42718.0,426.2,5
District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),3.75,74668.0,333.5,2
District 9 (2009),3.776923076923077,70286.0,294.12307692307695,65
Disturbia (2007),3.15,52458.0,320.2,10
Disturbing Behavior (1998),2.0,2026.0,344.3333333333333,3
Diva (1981),3.8,1264.0,308.0,5
Divergent (2014),3.0,108190.0,335.8333333333333,18
Divided We Fall (Musíme si pomáhat) (2000),3.8333333333333335,4347.0,236.66666666666666,3
Divine Secrets of the Ya-Ya Sisterhood (2002),3.125,5415.0,338.5,4
"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)",4.1,55814.0,360.0,5
"Divo, Il (2008)",4.0,66744.0,270.0,2
Divorce - Italian Style (Divorzio all'italiana) (1961),4.5,33564.0,387.0,2
"Divorce, Le (2003)",3.5,6596.0,504.0,1
"Divorcee, The (1930)",4.0,8424.0,474.0,1
Django Unchained (2012),3.943661971830986,99114.0,293.2112676056338,71
"Do You Remember Dolly Bell? (Sjecas li se, Dolly Bell) (1981)",4.0,5856.0,606.0,1
Do the Right Thing (1989),4.037037037037037,3424.0,336.44444444444446,27
Dobermann (1997),2.5,7562.0,610.0,1
Doc Hollywood (1991),3.0,7101.0,542.6666666666666,6
Doctor Dolittle (1967),3.772727272727273,2135.0,324.09090909090907,11
Doctor Strange (2016),3.7045454545454546,122922.0,332.72727272727275,22
Doctor Who: A Christmas Carol (2010),4.75,147376.0,295.0,2
Doctor Who: Last Christmas (2014),3.75,147372.0,295.0,2
Doctor Who: Planet of the Dead (2009),3.0,147378.0,408.0,4
"Doctor Who: The Doctor, the Widow and the Wardrobe (2011)",4.166666666666667,147374.0,279.3333333333333,3
Doctor Who: The Husbands of River Song (2015),4.25,150596.0,295.0,2
Doctor Who: The Next Doctor (2008),2.875,147380.0,408.0,4
Doctor Who: The Runaway Bride (2007),4.0,147384.0,340.75,4
Doctor Who: The Time of the Doctor (2013),4.5,117192.0,299.3333333333333,3
Doctor Who: The Waters of Mars (2009),4.0,140359.0,408.0,4
Doctor Who: Voyage Of The Damned (2007),4.5,147382.0,279.3333333333333,3
Doctor Zhivago (1965),4.142857142857143,2067.0,247.52380952380952,21
"Doctor, The (1991)",4.0,8378.0,28.0,1
Dodgeball: A True Underdog Story (2004),3.551282051282051,8528.0,323.02564102564105,39
Dog Day Afternoon (1975),3.9342105263157894,3362.0,344.7368421052632,38
Dog Days (Hundstage) (2001),3.0,27513.0,50.0,1
Dog Park (1998),2.0,2884.0,414.0,1
Dog Soldiers (2002),4.666666666666667,5833.0,421.3333333333333,3
Dogfight (1991),4.166666666666667,6027.0,392.3333333333333,3
Dogma (1999),3.6455696202531644,3052.0,322.8354430379747,79
Dogman (2018),3.5,188675.0,318.0,1
Dogtown and Z-Boyz (2001),3.7857142857142856,5325.0,392.57142857142856,7
Dogville (2003),4.025,7371.0,316.0,20
"Dolce Vita, La (1960)",3.75,8154.0,323.1666666666667,6
Dolls (1987),2.5,7987.0,387.0,1
Dolls (2002),4.25,8327.0,318.0,2
Dolores Claiborne (1995),3.3958333333333335,230.0,275.3333333333333,24
Domestic Disturbance (2001),2.0,4885.0,307.0,1
Dominick and Eugene (1988),3.0,26622.0,599.0,1
Dominion: Prequel to the Exorcist (2005),2.5,33644.0,380.0,1
Domino (2005),2.875,37382.0,455.5,8
Don Camillo in Moscow (1965),3.0,174737.0,50.0,1
Don Jon (2013),3.125,105213.0,298.0,8
Don Juan DeMarco (1995),3.6125,224.0,290.7,40
Don't Be Afraid of the Dark (2010),3.0,89028.0,480.5,2
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),2.7142857142857144,63.0,392.7142857142857,7
Don't Breathe (2016),3.3,161634.0,397.6,5
Don't Look Now (1973),0.5,5105.0,594.0,1
Don't Look Now: We're Being Shot At (La grande vadrouille) (1966),4.5,41828.0,89.0,1
Don't Move (Non ti muovere) (2004),4.5,39516.0,526.0,1
Don't Say a Word (2001),2.5,4814.0,495.8,5
Don't Tell Mom the Babysitter's Dead (1991),2.3461538461538463,4040.0,329.0769230769231,13
Donnie Brasco (1997),3.7403846153846154,1466.0,320.6730769230769,52
Donnie Darko (2001),3.981651376146789,4878.0,306.2844036697248,109
Doom (2005),2.15,37380.0,339.9,10
"Doom Generation, The (1995)",2.8333333333333335,166.0,399.6666666666667,3
Doomsday (2008),4.0,58297.0,534.0,1
"Door in the Floor, The (2004)",2.5,8532.0,199.0,1
"Doors, The (1991)",3.4054054054054053,1093.0,297.18918918918916,37
Dope (2015),3.5833333333333335,127198.0,348.3333333333333,6
Dorian Gray (2009),3.0,74868.0,448.0,5
Double Dragon (1994),1.0,31553.0,599.0,1
Double Happiness (1994),4.0,341.0,384.5,2
Double Impact (1991),3.25,4200.0,596.5,2
Double Indemnity (1944),4.323529411764706,3435.0,347.11764705882354,17
Double Jeopardy (1999),3.026315789473684,2881.0,382.0,19
"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",4.0,1176.0,470.3333333333333,3
"Double Life, A (1947)",2.5,6603.0,474.0,1
Double Take (2001),2.5,4053.0,407.5,2
Double Team (1997),4.0,1497.0,490.3333333333333,3
Double Trouble (1992),1.0,117630.0,599.0,1
"Double, The (2011)",1.5,90738.0,448.0,1
"Double, The (2013)",4.0,105835.0,462.0,1
Doubt (2008),3.357142857142857,64575.0,183.57142857142858,7
Doug's 1st Movie (1999),2.0,2566.0,404.5,2
Down Argentine Way (1940),5.0,83969.0,89.0,1
Down Periscope (1996),2.9516129032258065,135.0,326.35483870967744,31
Down Terrace (2009),4.0,102760.0,610.0,1
Down and Out in Beverly Hills (1986),3.0,5548.0,400.2,5
Down by Law (1986),4.045454545454546,1273.0,364.45454545454544,11
Down in the Valley (2005),3.25,45382.0,530.5,2
Down to Earth (2001),2.4166666666666665,4153.0,333.3333333333333,12
Down to You (2000),2.0,3225.0,309.5,4
Down to the Bone (2004),3.0,27769.0,599.0,1
Down with Love (2003),2.9,6367.0,343.3,10
"Downfall (Untergang, Der) (2004)",3.875,31410.0,306.15,20
Dr. Dolittle (1998),2.609375,1911.0,330.65625,32
Dr. Dolittle 2 (2001),2.3636363636363638,4368.0,343.3636363636364,11
Dr. Giggles (1992),4.0,31909.0,274.0,1
Dr. Goldfoot and the Bikini Machine (1965),5.0,4402.0,441.0,1
Dr. Horrible's Sing-Along Blog (2008),3.9166666666666665,66934.0,368.2916666666667,24
Dr. Jekyll and Mr. Hyde (1931),2.0,8521.0,534.0,2
Dr. Jekyll and Mr. Hyde (1941),3.75,7208.0,432.0,2
Dr. No (1962),3.712121212121212,2949.0,320.969696969697,33
Dr. Phibes Rises Again (1972),4.5,26265.0,89.0,1
Dr. Seuss' The Lorax (2012),3.1,93272.0,395.6,5
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.268041237113402,750.0,316.82474226804123,97
Dr. T and the Women (2000),2.125,3953.0,529.25,4
Dr. Terror's House of Horrors (1965),1.5,8626.0,230.0,1
Dracula (1931),3.3333333333333335,2644.0,282.8888888888889,9
Dracula (1979),4.5,6665.0,594.0,1
Dracula (Bram Stoker's Dracula) (1992),3.4655172413793105,1339.0,332.6896551724138,29
Dracula 2000 (2000),1.8,4030.0,465.8,5
Dracula Untold (2014),3.5,114795.0,379.75,4
Dracula: Dead and Loving It (1995),2.4210526315789473,12.0,316.2105263157895,19
Drag Me to Hell (2009),3.75,68952.0,348.3333333333333,6
Dragnet (1987),2.5,7102.0,477.0,4
Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) (1997),2.0,96007.0,380.0,1
Dragon Ball Z Gaiden: The Plot to Destroy the Saiyans (1993),4.0,137859.0,599.0,1
Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990),3.0,95182.0,489.5,2
Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) (1990),4.0,95165.0,599.0,1
Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990),4.0,95965.0,599.0,1
Dragon Ball Z: Battle of Gods (2013),4.0,107953.0,314.5,2
Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da) (1994),4.0,95780.0,599.0,1
Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu) (1993),4.0,95519.0,599.0,1
Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993),4.0,95499.0,599.0,1
Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai) (1994),4.0,95771.0,599.0,1
Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991),4.0,95475.0,489.5,2
Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese) (1989),4.0,80083.0,599.0,1
Dragon Ball Z: Resurrection of F (2015),4.0,137863.0,380.0,1
Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin) (1992),3.75,95497.0,489.5,2
Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),3.25,96004.0,310.0,2
Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992),4.0,95473.0,380.0,1
Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken) (1988),3.5,95163.0,599.0,1
Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime) (1987),3.25,95147.0,489.5,2
Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu) (1986),3.5,95145.0,599.0,1
Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi) (1996),3.5,108090.0,599.0,1
Dragon Blade (2015),2.0,134775.0,534.0,1
Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye) (1982),3.5,6095.0,610.0,1
Dragon Seed (1944),3.5,8461.0,474.0,1
Dragon ball Z 04: Lord Slug (1991),4.0,107999.0,599.0,1
Dragon: The Bruce Lee Story (1993),2.8125,5055.0,399.0,8
Dragonfly (2002),3.5,5127.0,419.6666666666667,3
Dragonheart (1996),3.0923076923076924,653.0,337.89230769230767,65
Dragonheart 2: A New Beginning (2000),4.5,117646.0,210.0,1
Dragonheart 3: The Sorcerer's Curse (2015),4.0,128842.0,210.0,1
Dragons: Gift of the Night Fury (2011),5.0,146662.0,210.0,1
Dragonslayer (1981),4.083333333333333,5039.0,390.8333333333333,6
Drained (O cheiro do Ralo) (2006),4.0,56869.0,339.0,1
"Draughtsman's Contract, The (1982)",3.7,3221.0,313.4,5
"Dream Team, The (1989)",3.375,4585.0,381.75,4
Dream a Little Dream (1989),2.0,4584.0,307.0,1
Dream for an Insomniac (1996),4.0,1902.0,474.0,1
"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",5.0,74226.0,318.0,1
Dreamcatcher (2003),2.642857142857143,6250.0,351.0,7
Dreamer: Inspired by a True Story (2005),2.5,39307.0,140.0,1
"Dreamers, The (2003)",3.730769230769231,7265.0,364.53846153846155,13
Dreamgirls (2006),3.1,49824.0,241.2,5
"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",3.75,2575.0,372.5,4
Dreamscape (1984),2.6666666666666665,3770.0,331.5,6
Dredd (2012),3.7142857142857144,96737.0,404.35714285714283,14
Dressed to Kill (1980),1.0,4932.0,198.0,1
"Dresser, The (1983)",3.0,8379.0,50.0,1
Drift (2013),2.0,108601.0,448.0,1
Drillbit Taylor (2008),3.5,58655.0,431.0,2
Drinking Buddies (2013),2.3333333333333335,103801.0,251.0,3
Drive (2011),3.765625,88129.0,346.4375,32
Drive Angry (2011),3.75,84942.0,314.5,2
Drive Hard (2014),1.5,116419.0,448.0,1
Drive Me Crazy (1999),2.1,2888.0,281.6,5
Driven (2001),3.0,4265.0,319.4,5
Driving Miss Daisy (1989),3.739130434782609,1962.0,344.60869565217394,23
Drop Dead Fred (1991),2.8333333333333335,1126.0,384.1666666666667,6
Drop Dead Gorgeous (1999),3.2,2718.0,369.9,10
Drop Zone (1994),2.8636363636363638,227.0,287.3636363636364,22
Drowning Mona (2000),1.3333333333333333,3324.0,329.6666666666667,3
Drowning by Numbers (1988),4.0,4500.0,325.0,1
Drugstore Cowboy (1989),4.15,3019.0,289.6,10
Drumline (2002),2.9166666666666665,5941.0,288.8333333333333,6
Drunken Master (Jui kuen) (1978),4.05,2924.0,338.8,10
Drunks (1995),3.0,1119.0,603.0,1
"Duchess, The (2008)",3.5,62293.0,317.0,4
Duck Amuck (1953),4.0,134849.0,105.0,1
Duck Soup (1933),3.8043478260869565,1256.0,288.5217391304348,23
"Duck, You Sucker (1971)",3.5,7894.0,482.75,4
"Dude, Where's My Car? (2000)",2.727272727272727,4015.0,345.90909090909093,33
Dudley Do-Right (1999),1.5,2828.0,352.0,2
Due Date (2010),3.1,81537.0,275.8,10
Duel (1971),3.2,26242.0,476.0,5
Duel in the Sun (1946),5.0,3792.0,603.0,1
"Duellists, The (1977)",4.166666666666667,5965.0,366.0,3
Duets (2000),3.25,3901.0,119.5,2
"Dukes of Hazzard, The (2005)",2.0833333333333335,34520.0,354.6666666666667,12
Duma (2005),3.5,35015.0,474.0,1
Dumb & Dumber (Dumb and Dumber) (1994),3.0601503759398496,231.0,314.8045112781955,133
Dumb and Dumber To (2014),2.3333333333333335,116977.0,389.6666666666667,3
Dumb and Dumberer: When Harry Met Lloyd (2003),1.9545454545454546,6482.0,322.3636363636364,11
Dumbo (1941),3.3857142857142857,1029.0,302.34285714285716,35
Dummy (2002),3.625,6710.0,470.75,4
Dune (1984),3.4324324324324325,2021.0,318.94594594594594,37
Dune (2000),4.375,7842.0,297.25,4
Dungeons & Dragons (2000),1.8333333333333333,3997.0,314.0,12
Dunkirk (2017),3.423076923076923,174055.0,347.53846153846155,13
Dunston Checks In (1996),2.5,87.0,215.28571428571428,7
Duplex (2003),2.4285714285714284,6763.0,241.28571428571428,7
Duplicity (2009),2.5,67193.0,599.0,1
Dust (2001),2.5,6691.0,599.0,1
Dutch (1991),2.5,26726.0,599.0,1
Dying Young (1991),3.75,3436.0,355.75,4
Dying of the Light (2014),1.5,118248.0,448.0,1
Dylan Moran: Monster (2004),5.0,92494.0,63.0,1
Déjà Vu (1997),4.5,2175.0,594.0,1
Déjà Vu (Deja Vu) (2006),3.3,49278.0,277.5,20
E.T. the Extra-Terrestrial (1982),3.7663934426229506,1097.0,319.74590163934425,122
EDtv (1999),2.973684210526316,2567.0,372.2105263157895,19
Eagle Eye (2008),3.0625,62081.0,347.375,8
"Eagle Has Landed, The (1976)",3.25,3985.0,306.0,6
"Eagle, The (2011)",2.0,85025.0,448.0,1
"Ear, The (Ucho) (1970)",4.0,42176.0,318.0,1
Earth (2007),3.5,68522.0,483.0,1
Earth Girls Are Easy (1988),2.25,4587.0,412.625,8
Earth vs. the Flying Saucers (1956),1.0,2665.0,422.0,1
Earthlings (2006),4.0,72714.0,318.0,1
Earthquake (1974),2.6666666666666665,2535.0,291.0,3
Earthsea (Legend of Earthsea) (2004),3.0,65359.0,605.0,1
East is East (1999),3.2,3538.0,377.4,5
East of Eden (1955),3.9166666666666665,949.0,422.0,6
East-West (Est-ouest) (1999),4.0,3357.0,160.0,1
Easter Parade (1948),3.3333333333333335,25937.0,251.66666666666666,3
Eastern Promises (2007),4.026315789473684,55118.0,306.7894736842105,19
Easy A (2010),3.7962962962962963,80549.0,380.6296296296296,27
Easy Money (1983),3.625,3846.0,383.5,4
Easy Rider (1969),3.603448275862069,3168.0,322.9655172413793,29
Eat Drink Man Woman (Yin shi nan nu) (1994),3.892857142857143,232.0,328.7857142857143,14
Eat Pray Love (2010),3.5,80551.0,526.0,2
Eaten Alive (1977),1.5,3294.0,514.0,1
Echelon Conspiracy (2009),2.0,67361.0,448.0,1
Ed (1996),2.6,619.0,471.4,5
Ed Wood (1994),3.6785714285714284,235.0,303.3857142857143,70
Eddie (1996),3.0,656.0,250.8,5
Eddie Izzard: Dress to Kill (1999),4.5,33779.0,286.0,2
Eddie Izzard: Glorious (1997),3.5,129011.0,89.0,1
Eddie Murphy Delirious (1983),4.375,26471.0,333.25,4
Eddie Murphy Raw (1987),3.5,4102.0,315.6666666666667,6
Eddie and the Cruisers (1983),2.0,4589.0,538.5,2
